"","Team","Value","Squad size","Date"
"1","Salford City","€100Th.",4,"2013-11-15"
"2","Southend United","€3.28m",24,"2013-11-15"
"3","Bolton Wanderers","€41.20m",25,"2013-11-15"
"4","Oldham Athletic","€4.98m",26,"2013-11-15"
"5","Tranmere Rovers","€3.90m",24,"2013-11-15"
"6","Morecambe FC","€2.18m",22,"2013-11-15"
"7","Grimsby Town","€1.13m",21,"2013-11-15"
"8","Colchester United","€3.78m",28,"2013-11-15"
"9","Leyton Orient","€4.23m",22,"2013-11-15"
"10","Mansfield Town","€1.40m",31,"2013-11-15"
"11","Bradford City","€7.25m",23,"2013-11-15"
"12","Scunthorpe United","€4.15m",26,"2013-11-15"
"13","Barrow AFC","€575Th.",22,"2013-11-15"
"14","Port Vale FC","€3.78m",23,"2013-11-15"
"15","Cheltenham Town","€2.18m",21,"2013-11-15"
"16","Exeter City","€3.78m",25,"2013-11-15"
"17","Carlisle United","€3.75m",24,"2013-11-15"
"18","Crawley Town","€3.25m",23,"2013-11-15"
"19","Newport County","€1.40m",24,"2013-11-15"
"20","Cambridge United","€550Th.",25,"2013-11-15"
"21","Walsall FC","€3.25m",26,"2013-11-15"
"22","Forest Green Rovers","€1.28m",28,"2013-11-15"
"23","Stevenage FC","€4.70m",27,"2013-11-15"
"24","Harrogate Town","€1.73m",34,"2013-11-15"
