"Team","Value","Squad size","Date"
"Salford City","£518Th.",17,"2017-06-01"
"Bolton Wanderers","£10.60m",25,"2017-06-01"
"Oldham Athletic","£3.17m",22,"2017-06-01"
"Barrow AFC","£518Th.",21,"2017-06-01"
"Morecambe FC","£1.73m",18,"2017-06-01"
"Mansfield Town","£2.34m",23,"2017-06-01"
"Tranmere Rovers","£1.58m",29,"2017-06-01"
"Grimsby Town","£2.63m",27,"2017-06-01"
"Leyton Orient","£4.19m",29,"2017-06-01"
"Colchester United","£3.58m",28,"2017-06-01"
"Scunthorpe United","£5.00m",28,"2017-06-01"
"Bradford City","£4.12m",22,"2017-06-01"
"Port Vale FC","£4.16m",30,"2017-06-01"
"Crawley Town","£2.77m",23,"2017-06-01"
"Exeter City","£3.67m",30,"2017-06-01"
"Newport County","£2.14m",29,"2017-06-01"
"Southend United","£4.52m",24,"2017-06-01"
"Cheltenham Town","£1.58m",23,"2017-06-01"
"Cambridge United","£2.66m",24,"2017-06-01"
"Carlisle United","£2.63m",24,"2017-06-01"
"Stevenage FC","£2.23m",24,"2017-06-01"
"Forest Green Rovers","£1.71m",25,"2017-06-01"
"Walsall FC","£3.04m",23,"2017-06-01"
"Harrogate Town","£1.26m",29,"2017-06-01"
