"","Team","Value","Squad size","Date"
"1","Liverpool FC","€356.00m",26,"2015-12-15"
"2","Manchester City","€514.50m",24,"2015-12-15"
"3","Chelsea FC","€542.50m",25,"2015-12-15"
"4","Manchester United","€393.25m",25,"2015-12-15"
"5","Tottenham Hotspur","€297.00m",25,"2015-12-15"
"6","Arsenal FC","€402.00m",24,"2015-12-15"
"7","Everton FC","€208.50m",29,"2015-12-15"
"8","Leicester City","€100.10m",26,"2015-12-15"
"9","Wolverhampton Wanderers","€26.85m",26,"2015-12-15"
"10","Aston Villa","€121.00m",28,"2015-12-15"
"11","West Ham United","€165.25m",26,"2015-12-15"
"12","Newcastle United","€166.75m",29,"2015-12-15"
"13","Southampton FC","€193.75m",26,"2015-12-15"
"14","Brighton & Hove Albion","€32.70m",31,"2015-12-15"
"15","Fulham FC","€34.70m",30,"2015-12-15"
"16","Crystal Palace","€121.00m",28,"2015-12-15"
"17","Leeds United","€26.70m",23,"2015-12-15"
"18","Sheffield United","€11.58m",32,"2015-12-15"
"19","Burnley FC","€43.65m",28,"2015-12-15"
"20","West Bromwich Albion","€97.50m",24,"2015-12-15"
