"Team","Value","Squad size","Date"
"Salford City","£2.32m",26,"2019-02-15"
"Southend United","£5.78m",30,"2019-02-15"
"Bolton Wanderers","£19.04m",30,"2019-02-15"
"Oldham Athletic","£3.80m",28,"2019-02-15"
"Tranmere Rovers","£2.50m",26,"2019-02-15"
"Morecambe FC","£2.32m",30,"2019-02-15"
"Grimsby Town","£2.54m",22,"2019-02-15"
"Colchester United","£2.05m",26,"2019-02-15"
"Leyton Orient","£2.45m",27,"2019-02-15"
"Mansfield Town","£4.52m",26,"2019-02-15"
"Bradford City","£7.29m",32,"2019-02-15"
"Scunthorpe United","£9.99m",29,"2019-02-15"
"Barrow AFC","£1.42m",28,"2019-02-15"
"Port Vale FC","£1.71m",28,"2019-02-15"
"Cheltenham Town","£2.48m",26,"2019-02-15"
"Exeter City","£3.49m",29,"2019-02-15"
"Carlisle United","£2.88m",24,"2019-02-15"
"Crawley Town","£2.50m",26,"2019-02-15"
"Newport County","£2.16m",23,"2019-02-15"
"Cambridge United","£2.77m",31,"2019-02-15"
"Walsall FC","£2.52m",29,"2019-02-15"
"Forest Green Rovers","£2.99m",23,"2019-02-15"
"Stevenage FC","£1.64m",27,"2019-02-15"
"Harrogate Town","£765Th.",24,"2019-02-15"
