"Team","Value","Squad size","Date"
"Liverpool FC","£279.45m",25,"2015-04-01"
"Manchester City","£376.43m",23,"2015-04-01"
"Chelsea FC","£433.80m",23,"2015-04-01"
"Manchester United","£382.50m",25,"2015-04-01"
"Tottenham Hotspur","£236.70m",26,"2015-04-01"
"Arsenal FC","£348.98m",25,"2015-04-01"
"Everton FC","£161.33m",24,"2015-04-01"
"Leicester City","£53.33m",26,"2015-04-01"
"Wolverhampton Wanderers","£19.40m",25,"2015-04-01"
"Aston Villa","£94.95m",27,"2015-04-01"
"West Ham United","£107.33m",22,"2015-04-01"
"Newcastle United","£109.80m",26,"2015-04-01"
"Brighton & Hove Albion","£19.35m",27,"2015-04-01"
"Southampton FC","£170.33m",24,"2015-04-01"
"Fulham FC","£33.48m",34,"2015-04-01"
"Crystal Palace","£76.28m",27,"2015-04-01"
"Leeds United","£23.90m",30,"2015-04-01"
"Sheffield United","£8.51m",26,"2015-04-01"
"Burnley FC","£42.57m",23,"2015-04-01"
"West Bromwich Albion","£72.45m",22,"2015-04-01"
