"","Team","Value","Squad size","Date"
"1","Hull City","€96.60m",31,"2017-06-15"
"2","Ipswich Town","€17.75m",27,"2017-06-15"
"3","Blackpool FC","€3.93m",28,"2017-06-15"
"4","Sunderland AFC","€94.50m",28,"2017-06-15"
"5","Shrewsbury Town","€3.43m",23,"2017-06-15"
"6","Charlton Athletic","€9.10m",22,"2017-06-15"
"7","Fleetwood Town","€4.83m",30,"2017-06-15"
"8","Milton Keynes Dons","€5.93m",26,"2017-06-15"
"9","Oxford United","€4.60m",25,"2017-06-15"
"10","Wigan Athletic","€15.73m",31,"2017-06-15"
"11","Swindon Town","€3.65m",22,"2017-06-15"
"12","Doncaster Rovers","€3.00m",24,"2017-06-15"
"13","Portsmouth FC","€3.93m",29,"2017-06-15"
"14","Burton Albion","€6.60m",23,"2017-06-15"
"15","Gillingham FC","€4.93m",25,"2017-06-15"
"16","Bristol Rovers","€2.70m",27,"2017-06-15"
"17","Plymouth Argyle","€3.68m",23,"2017-06-15"
"18","Northampton Town","€4.33m",20,"2017-06-15"
"19","Lincoln City","€800Th.",24,"2017-06-15"
"20","Peterborough United","€5.03m",25,"2017-06-15"
"21","Rochdale AFC","€4.00m",25,"2017-06-15"
"22","Crewe Alexandra","€2.53m",23,"2017-06-15"
"23","AFC Wimbledon","€3.98m",27,"2017-06-15"
"24","Accrington Stanley","€2.13m",20,"2017-06-15"
