"Team","Value","Squad size","Date"
"Hull City","£25.88m",31,"2013-06-15"
"Ipswich Town","£12.40m",24,"2013-06-15"
"Blackpool FC","£24.80m",31,"2013-06-15"
"Sunderland AFC","£103.95m",22,"2013-06-15"
"Charlton Athletic","£9.54m",29,"2013-06-15"
"Shrewsbury Town","£3.13m",21,"2013-06-15"
"Fleetwood Town","£2.90m",33,"2013-06-15"
"Milton Keynes Dons","£5.24m",20,"2013-06-15"
"Oxford United","£2.84m",26,"2013-06-15"
"Wigan Athletic","£60.30m",25,"2013-06-15"
"Swindon Town","£3.89m",23,"2013-06-15"
"Doncaster Rovers","£5.63m",23,"2013-06-15"
"Portsmouth FC","£2.72m",17,"2013-06-15"
"Burton Albion","£2.21m",22,"2013-06-15"
"Gillingham FC","£2.12m",24,"2013-06-15"
"Bristol Rovers","£2.72m",28,"2013-06-15"
"Northampton Town","£3.47m",23,"2013-06-15"
"Plymouth Argyle","£2.21m",22,"2013-06-15"
"Lincoln City","£495Th.",20,"2013-06-15"
"Peterborough United","£9.11m",29,"2013-06-15"
"Rochdale AFC","£2.09m",26,"2013-06-15"
"Crewe Alexandra","£2.86m",26,"2013-06-15"
"AFC Wimbledon","£2.57m",24,"2013-06-15"
"Accrington Stanley","£2.23m",25,"2013-06-15"
