"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2011-04-15"
"2","Southend United","€3.20m",26,"2011-04-15"
"3","Bolton Wanderers","€92.35m",25,"2011-04-15"
"4","Oldham Athletic","€4.63m",25,"2011-04-15"
"5","Tranmere Rovers","€3.70m",28,"2011-04-15"
"6","Morecambe FC","€4.48m",25,"2011-04-15"
"7","Grimsby Town","-",NA,"2011-04-15"
"8","Colchester United","€6.85m",26,"2011-04-15"
"9","Leyton Orient","€6.13m",24,"2011-04-15"
"10","Mansfield Town","€1.53m",29,"2011-04-15"
"11","Bradford City","€2.90m",26,"2011-04-15"
"12","Scunthorpe United","€10.25m",31,"2011-04-15"
"13","Barrow AFC","€1.15m",27,"2011-04-15"
"14","Port Vale FC","€2.78m",24,"2011-04-15"
"15","Cheltenham Town","€2.03m",22,"2011-04-15"
"16","Exeter City","€4.93m",32,"2011-04-15"
"17","Carlisle United","€4.78m",25,"2011-04-15"
"18","Crawley Town","€2.40m",27,"2011-04-15"
"19","Newport County","€1.43m",20,"2011-04-15"
"20","Cambridge United","€1.30m",27,"2011-04-15"
"21","Walsall FC","€4.88m",27,"2011-04-15"
"22","Forest Green Rovers","€1.88m",36,"2011-04-15"
"23","Stevenage FC","€2.85m",24,"2011-04-15"
"24","Harrogate Town","€375Th.",17,"2011-04-15"
