"","Team","Value","Squad size","Date"
"1","Liverpool FC","€240.20m",23,"2011-05-01"
"2","Manchester City","€366.75m",25,"2011-05-01"
"3","Chelsea FC","€408.50m",22,"2011-05-01"
"4","Manchester United","€374.70m",28,"2011-05-01"
"5","Tottenham Hotspur","€282.00m",26,"2011-05-01"
"6","Arsenal FC","€314.50m",25,"2011-05-01"
"7","Everton FC","€158.00m",19,"2011-05-01"
"8","Leicester City","€39.70m",28,"2011-05-01"
"9","Wolverhampton Wanderers","€74.80m",29,"2011-05-01"
"10","Aston Villa","€153.55m",27,"2011-05-01"
"11","West Ham United","€121.50m",29,"2011-05-01"
"12","Newcastle United","€92.98m",29,"2011-05-01"
"13","Southampton FC","€16.93m",31,"2011-05-01"
"14","Brighton & Hove Albion","€6.35m",27,"2011-05-01"
"15","Fulham FC","€98.75m",25,"2011-05-01"
"16","Crystal Palace","€20.48m",29,"2011-05-01"
"17","Leeds United","€22.33m",25,"2011-05-01"
"18","Sheffield United","€21.98m",32,"2011-05-01"
"19","Burnley FC","€37.58m",31,"2011-05-01"
"20","West Bromwich Albion","€76.25m",25,"2011-05-01"
