"Team","Value","Squad size","Date"
"Liverpool FC","£334.08m",26,"2017-04-01"
"Manchester City","£472.73m",24,"2017-04-01"
"Chelsea FC","£463.50m",25,"2017-04-01"
"Manchester United","£419.40m",24,"2017-04-01"
"Tottenham Hotspur","£386.10m",24,"2017-04-01"
"Arsenal FC","£442.80m",27,"2017-04-01"
"Everton FC","£224.19m",25,"2017-04-01"
"Leicester City","£184.77m",25,"2017-04-01"
"Wolverhampton Wanderers","£47.25m",27,"2017-04-01"
"Aston Villa","£75.15m",26,"2017-04-01"
"West Ham United","£188.46m",27,"2017-04-01"
"Newcastle United","£113.63m",28,"2017-04-01"
"Brighton & Hove Albion","£45.09m",27,"2017-04-01"
"Southampton FC","£207.00m",29,"2017-04-01"
"Crystal Palace","£168.08m",28,"2017-04-01"
"Fulham FC","£49.10m",23,"2017-04-01"
"Leeds United","£37.17m",26,"2017-04-01"
"Sheffield United","£7.02m",26,"2017-04-01"
"Burnley FC","£76.50m",23,"2017-04-01"
"West Bromwich Albion","£88.74m",21,"2017-04-01"
