"","Team","Value","Squad size","Date"
"1","Salford City","€100Th.",4,"2013-12-01"
"2","Southend United","€3.28m",25,"2013-12-01"
"3","Bolton Wanderers","€41.20m",25,"2013-12-01"
"4","Oldham Athletic","€4.98m",27,"2013-12-01"
"5","Tranmere Rovers","€4.15m",26,"2013-12-01"
"6","Morecambe FC","€2.18m",22,"2013-12-01"
"7","Grimsby Town","€1.13m",21,"2013-12-01"
"8","Colchester United","€3.73m",25,"2013-12-01"
"9","Leyton Orient","€4.58m",23,"2013-12-01"
"10","Mansfield Town","€1.40m",29,"2013-12-01"
"11","Bradford City","€7.25m",24,"2013-12-01"
"12","Scunthorpe United","€4.40m",28,"2013-12-01"
"13","Barrow AFC","€575Th.",22,"2013-12-01"
"14","Port Vale FC","€3.78m",23,"2013-12-01"
"15","Cheltenham Town","€2.08m",22,"2013-12-01"
"16","Exeter City","€3.78m",25,"2013-12-01"
"17","Carlisle United","€5.20m",23,"2013-12-01"
"18","Crawley Town","€2.90m",22,"2013-12-01"
"19","Newport County","€1.45m",24,"2013-12-01"
"20","Cambridge United","€900Th.",28,"2013-12-01"
"21","Walsall FC","€3.25m",26,"2013-12-01"
"22","Forest Green Rovers","€1.28m",29,"2013-12-01"
"23","Stevenage FC","€4.20m",26,"2013-12-01"
"24","Harrogate Town","€1.73m",34,"2013-12-01"
