"Team","Value","Squad size","Date"
"Salford City","£3.15m",29,"2019-10-15"
"Southend United","£5.06m",26,"2019-10-15"
"Bolton Wanderers","£7.88m",34,"2019-10-15"
"Oldham Athletic","£3.51m",27,"2019-10-15"
"Tranmere Rovers","£4.21m",30,"2019-10-15"
"Morecambe FC","£1.98m",27,"2019-10-15"
"Grimsby Town","£2.86m",25,"2019-10-15"
"Colchester United","£2.81m",31,"2019-10-15"
"Leyton Orient","£1.73m",28,"2019-10-15"
"Mansfield Town","£3.08m",26,"2019-10-15"
"Bradford City","£3.85m",27,"2019-10-15"
"Scunthorpe United","£4.68m",27,"2019-10-15"
"Barrow AFC","£923Th.",22,"2019-10-15"
"Port Vale FC","£2.14m",27,"2019-10-15"
"Cheltenham Town","£2.41m",25,"2019-10-15"
"Exeter City","£3.69m",27,"2019-10-15"
"Carlisle United","£2.54m",25,"2019-10-15"
"Crawley Town","£1.58m",26,"2019-10-15"
"Newport County","£1.85m",26,"2019-10-15"
"Cambridge United","£2.07m",28,"2019-10-15"
"Walsall FC","£2.14m",27,"2019-10-15"
"Forest Green Rovers","£2.12m",24,"2019-10-15"
"Stevenage FC","£2.68m",29,"2019-10-15"
"Harrogate Town","£473Th.",20,"2019-10-15"
