"","Team","Value","Squad size","Date"
"1","Salford City","€1.20m",26,"2016-05-15"
"2","Southend United","€5.55m",26,"2016-05-15"
"3","Bolton Wanderers","€14.50m",29,"2016-05-15"
"4","Oldham Athletic","€5.03m",28,"2016-05-15"
"5","Tranmere Rovers","€2.25m",27,"2016-05-15"
"6","Morecambe FC","€1.93m",27,"2016-05-15"
"7","Grimsby Town","€1.85m",27,"2016-05-15"
"8","Colchester United","€5.05m",25,"2016-05-15"
"9","Leyton Orient","€7.48m",31,"2016-05-15"
"10","Mansfield Town","€2.58m",26,"2016-05-15"
"11","Bradford City","€7.18m",27,"2016-05-15"
"12","Scunthorpe United","€4.48m",23,"2016-05-15"
"13","Barrow AFC","€1.05m",23,"2016-05-15"
"14","Port Vale FC","€3.38m",24,"2016-05-15"
"15","Cheltenham Town","€1.30m",25,"2016-05-15"
"16","Exeter City","€4.95m",29,"2016-05-15"
"17","Carlisle United","€2.15m",27,"2016-05-15"
"18","Crawley Town","€2.90m",22,"2016-05-15"
"19","Newport County","€1.65m",24,"2016-05-15"
"20","Cambridge United","€2.75m",26,"2016-05-15"
"21","Walsall FC","€3.90m",23,"2016-05-15"
"22","Forest Green Rovers","€1.90m",22,"2016-05-15"
"23","Stevenage FC","€2.08m",29,"2016-05-15"
"24","Harrogate Town","€3.15m",50,"2016-05-15"
