"","Team","Value","Squad size","Date"
"1","Liverpool FC","€378.20m",27,"2016-11-15"
"2","Manchester City","€524.25m",23,"2016-11-15"
"3","Chelsea FC","€522.30m",26,"2016-11-15"
"4","Manchester United","€548.25m",27,"2016-11-15"
"5","Tottenham Hotspur","€373.50m",24,"2016-11-15"
"6","Arsenal FC","€490.50m",29,"2016-11-15"
"7","Everton FC","€248.25m",28,"2016-11-15"
"8","Leicester City","€215.50m",26,"2016-11-15"
"9","Wolverhampton Wanderers","€49.80m",31,"2016-11-15"
"10","Aston Villa","€100.25m",26,"2016-11-15"
"11","West Ham United","€246.00m",27,"2016-11-15"
"12","Newcastle United","€127.35m",27,"2016-11-15"
"13","Southampton FC","€205.00m",27,"2016-11-15"
"14","Brighton & Hove Albion","€47.85m",27,"2016-11-15"
"15","Fulham FC","€55.90m",26,"2016-11-15"
"16","Crystal Palace","€160.75m",25,"2016-11-15"
"17","Leeds United","€34.15m",27,"2016-11-15"
"18","Sheffield United","€7.18m",25,"2016-11-15"
"19","Burnley FC","€69.00m",22,"2016-11-15"
"20","West Bromwich Albion","€110.60m",22,"2016-11-15"
