"Team","Value","Squad size","Date"
"Liverpool FC","£855.45m",24,"2019-05-01"
"Manchester City","£1.02bn",25,"2019-05-01"
"Chelsea FC","£797.18m",26,"2019-05-01"
"Manchester United","£716.40m",25,"2019-05-01"
"Tottenham Hotspur","£751.95m",25,"2019-05-01"
"Arsenal FC","£562.95m",25,"2019-05-01"
"Everton FC","£378.00m",23,"2019-05-01"
"Leicester City","£312.30m",26,"2019-05-01"
"Wolverhampton Wanderers","£218.93m",19,"2019-05-01"
"Aston Villa","£98.78m",26,"2019-05-01"
"West Ham United","£290.70m",26,"2019-05-01"
"Newcastle United","£180.45m",26,"2019-05-01"
"Brighton & Hove Albion","£156.15m",23,"2019-05-01"
"Southampton FC","£202.14m",24,"2019-05-01"
"Fulham FC","£228.60m",27,"2019-05-01"
"Crystal Palace","£239.54m",26,"2019-05-01"
"Leeds United","£59.40m",24,"2019-05-01"
"Sheffield United","£41.27m",26,"2019-05-01"
"Burnley FC","£155.48m",25,"2019-05-01"
"West Bromwich Albion","£103.46m",26,"2019-05-01"
