"Team","Value","Squad size","Date"
"Liverpool FC","£247.50m",25,"2010-12-15"
"Manchester City","£321.57m",27,"2010-12-15"
"Chelsea FC","£325.80m",23,"2010-12-15"
"Manchester United","£332.55m",29,"2010-12-15"
"Tottenham Hotspur","£263.48m",29,"2010-12-15"
"Arsenal FC","£267.30m",23,"2010-12-15"
"Everton FC","£158.76m",22,"2010-12-15"
"Leicester City","£35.87m",33,"2010-12-15"
"Wolverhampton Wanderers","£63.90m",25,"2010-12-15"
"Aston Villa","£128.84m",27,"2010-12-15"
"West Ham United","£104.99m",29,"2010-12-15"
"Newcastle United","£70.88m",27,"2010-12-15"
"Southampton FC","£13.48m",28,"2010-12-15"
"Brighton & Hove Albion","£6.14m",27,"2010-12-15"
"Fulham FC","£90.23m",27,"2010-12-15"
"Crystal Palace","£15.08m",28,"2010-12-15"
"Leeds United","£23.20m",28,"2010-12-15"
"Sheffield United","£24.57m",27,"2010-12-15"
"Burnley FC","£29.97m",28,"2010-12-15"
"West Bromwich Albion","£58.28m",24,"2010-12-15"
