"","Team","Value","Squad size","Date"
"1","Hull City","€47.95m",26,"2019-05-15"
"2","Ipswich Town","€23.35m",32,"2019-05-15"
"3","Blackpool FC","€5.13m",27,"2019-05-15"
"4","Sunderland AFC","€25.60m",29,"2019-05-15"
"5","Shrewsbury Town","€4.43m",31,"2019-05-15"
"6","Charlton Athletic","€10.80m",25,"2019-05-15"
"7","Fleetwood Town","€6.90m",24,"2019-05-15"
"8","Milton Keynes Dons","€6.80m",27,"2019-05-15"
"9","Oxford United","€8.00m",25,"2019-05-15"
"10","Wigan Athletic","€26.65m",30,"2019-05-15"
"11","Swindon Town","€3.75m",29,"2019-05-15"
"12","Doncaster Rovers","€2.65m",27,"2019-05-15"
"13","Portsmouth FC","€5.48m",27,"2019-05-15"
"14","Burton Albion","€5.65m",25,"2019-05-15"
"15","Gillingham FC","€3.58m",25,"2019-05-15"
"16","Bristol Rovers","€3.98m",25,"2019-05-15"
"17","Plymouth Argyle","€5.45m",27,"2019-05-15"
"18","Northampton Town","€3.93m",26,"2019-05-15"
"19","Lincoln City","€5.48m",25,"2019-05-15"
"20","Peterborough United","€7.70m",27,"2019-05-15"
"21","Rochdale AFC","€5.63m",27,"2019-05-15"
"22","Crewe Alexandra","€2.28m",22,"2019-05-15"
"23","AFC Wimbledon","€3.05m",28,"2019-05-15"
"24","Accrington Stanley","€2.73m",27,"2019-05-15"
