"","Team","Value","Squad size","Date"
"1","Liverpool FC","€239.30m",26,"2012-10-15"
"2","Manchester City","€498.25m",25,"2012-10-15"
"3","Chelsea FC","€387.00m",23,"2012-10-15"
"4","Manchester United","€441.00m",28,"2012-10-15"
"5","Tottenham Hotspur","€254.50m",24,"2012-10-15"
"6","Arsenal FC","€284.75m",27,"2012-10-15"
"7","Everton FC","€128.25m",22,"2012-10-15"
"8","Leicester City","€25.55m",21,"2012-10-15"
"9","Wolverhampton Wanderers","€70.05m",29,"2012-10-15"
"10","Aston Villa","€115.50m",26,"2012-10-15"
"11","West Ham United","€92.45m",24,"2012-10-15"
"12","Newcastle United","€158.00m",28,"2012-10-15"
"13","Southampton FC","€68.15m",26,"2012-10-15"
"14","Brighton & Hove Albion","€24.30m",30,"2012-10-15"
"15","Fulham FC","€85.05m",26,"2012-10-15"
"16","Crystal Palace","€21.05m",27,"2012-10-15"
"17","Leeds United","€19.48m",29,"2012-10-15"
"18","Sheffield United","€9.95m",27,"2012-10-15"
"19","Burnley FC","€20.08m",27,"2012-10-15"
"20","West Bromwich Albion","€82.50m",26,"2012-10-15"
