"","Team","Value","Squad size","Date"
"1","Hull City","€45.85m",25,"2018-11-15"
"2","Ipswich Town","€20.25m",29,"2018-11-15"
"3","Blackpool FC","€5.25m",29,"2018-11-15"
"4","Sunderland AFC","€23.20m",24,"2018-11-15"
"5","Shrewsbury Town","€3.88m",29,"2018-11-15"
"6","Charlton Athletic","€11.65m",26,"2018-11-15"
"7","Fleetwood Town","€9.45m",26,"2018-11-15"
"8","Milton Keynes Dons","€6.00m",32,"2018-11-15"
"9","Oxford United","€6.70m",26,"2018-11-15"
"10","Wigan Athletic","€24.30m",29,"2018-11-15"
"11","Swindon Town","€3.20m",26,"2018-11-15"
"12","Doncaster Rovers","€3.30m",32,"2018-11-15"
"13","Portsmouth FC","€6.90m",24,"2018-11-15"
"14","Burton Albion","€6.75m",29,"2018-11-15"
"15","Gillingham FC","€2.85m",27,"2018-11-15"
"16","Bristol Rovers","€4.08m",25,"2018-11-15"
"17","Plymouth Argyle","€5.95m",34,"2018-11-15"
"18","Northampton Town","€4.25m",27,"2018-11-15"
"19","Lincoln City","€4.55m",24,"2018-11-15"
"20","Peterborough United","€6.60m",24,"2018-11-15"
"21","Rochdale AFC","€6.20m",28,"2018-11-15"
"22","Crewe Alexandra","€2.28m",30,"2018-11-15"
"23","AFC Wimbledon","€3.13m",25,"2018-11-15"
"24","Accrington Stanley","€2.03m",28,"2018-11-15"
