"","Team","Value","Squad size","Date"
"1","Liverpool FC","€235.50m",25,"2012-06-01"
"2","Manchester City","€496.00m",28,"2012-06-01"
"3","Chelsea FC","€393.00m",27,"2012-06-01"
"4","Manchester United","€423.50m",30,"2012-06-01"
"5","Tottenham Hotspur","€268.25m",29,"2012-06-01"
"6","Arsenal FC","€305.75m",30,"2012-06-01"
"7","Everton FC","€141.00m",23,"2012-06-01"
"8","Leicester City","€34.45m",32,"2012-06-01"
"9","Wolverhampton Wanderers","€79.93m",27,"2012-06-01"
"10","Aston Villa","€117.75m",24,"2012-06-01"
"11","West Ham United","€59.05m",26,"2012-06-01"
"12","Newcastle United","€138.00m",30,"2012-06-01"
"13","Southampton FC","€26.40m",31,"2012-06-01"
"14","Brighton & Hove Albion","€17.13m",30,"2012-06-01"
"15","Fulham FC","€103.00m",31,"2012-06-01"
"16","Crystal Palace","€19.35m",31,"2012-06-01"
"17","Leeds United","€18.10m",25,"2012-06-01"
"18","Sheffield United","€12.90m",26,"2012-06-01"
"19","Burnley FC","€22.53m",27,"2012-06-01"
"20","West Bromwich Albion","€74.00m",27,"2012-06-01"
