"Team","Value","Squad size","Date"
"Liverpool FC","£870.26m",25,"2020-04-15"
"Manchester City","£916.92m",24,"2020-04-15"
"Chelsea FC","£611.91m",27,"2020-04-15"
"Manchester United","£582.03m",27,"2020-04-15"
"Tottenham Hotspur","£629.10m",25,"2020-04-15"
"Arsenal FC","£521.42m",27,"2020-04-15"
"Everton FC","£367.07m",25,"2020-04-15"
"Leicester City","£363.06m",26,"2020-04-15"
"Wolverhampton Wanderers","£266.94m",24,"2020-04-15"
"Aston Villa","£196.43m",27,"2020-04-15"
"West Ham United","£258.53m",25,"2020-04-15"
"Newcastle United","£221.56m",31,"2020-04-15"
"Southampton FC","£163.98m",21,"2020-04-15"
"Brighton & Hove Albion","£165.51m",26,"2020-04-15"
"Fulham FC","£102.24m",28,"2020-04-15"
"Crystal Palace","£154.71m",21,"2020-04-15"
"Leeds United","£75.69m",26,"2020-04-15"
"Sheffield United","£117.63m",27,"2020-04-15"
"Burnley FC","£142.88m",24,"2020-04-15"
"West Bromwich Albion","£75.67m",29,"2020-04-15"
