"","Team","Value","Squad size","Date"
"1","Salford City","-",0,"2011-12-15"
"2","Southend United","€4.58m",25,"2011-12-15"
"3","Bolton Wanderers","€98.00m",27,"2011-12-15"
"4","Oldham Athletic","€4.70m",29,"2011-12-15"
"5","Tranmere Rovers","€3.45m",24,"2011-12-15"
"6","Morecambe FC","€3.18m",25,"2011-12-15"
"7","Grimsby Town","€1.55m",25,"2011-12-15"
"8","Colchester United","€5.78m",24,"2011-12-15"
"9","Leyton Orient","€6.43m",25,"2011-12-15"
"10","Mansfield Town","€2.08m",28,"2011-12-15"
"11","Bradford City","€6.50m",33,"2011-12-15"
"12","Scunthorpe United","€4.83m",28,"2011-12-15"
"13","Barrow AFC","€750Th.",24,"2011-12-15"
"14","Port Vale FC","€4.15m",31,"2011-12-15"
"15","Cheltenham Town","€2.78m",24,"2011-12-15"
"16","Exeter City","€6.03m",31,"2011-12-15"
"17","Carlisle United","€6.20m",24,"2011-12-15"
"18","Crawley Town","€2.80m",19,"2011-12-15"
"19","Newport County","€1.18m",28,"2011-12-15"
"20","Cambridge United","€750Th.",25,"2011-12-15"
"21","Walsall FC","€5.05m",23,"2011-12-15"
"22","Forest Green Rovers","€1.80m",26,"2011-12-15"
"23","Stevenage FC","€3.08m",25,"2011-12-15"
"24","Harrogate Town","€775Th.",22,"2011-12-15"
